City,MCC,MNC,LAC,CID,BSC,BSIC,ARFCN,BAND,F_DL (MHz),RXLEV (dBm),RXQUAL,SNR (dB),UL Speed (kbps),DL Speed (kbps),Latitude,Longitude,Speed (m/s),Height (m),Connection Type
Delhi,405,872,5827,99146,5,60,21,900 MHz,949.8937327665030,-92,4,8.9,392,1088,9.191878,74.581357,18.711162481349600,376.2664982755450,Data
Delhi,405,864,8956,15548,14,22,88,1800 MHz,951.4462114219530,-65,3,22.4,369,722,23.610233,69.159363,5.724722595408950,114.60048006535300,Data
Delhi,405,864,4298,31193,16,6,79,900 MHz,954.789458781052,-95,3,18.14,367,416,13.923763,96.557278,15.452752302615200,373.20344450898400,Data
Delhi,405,874,8566,64392,39,2,72,900 MHz,937.5438280532970,-65,2,23.32,77,588,23.298273,95.169866,5.284056797078980,331.8809479893630,WiFi
Delhi,405,864,3608,73483,35,19,61,1800 MHz,952.7979993355250,-71,5,18.08,103,1175,31.77689,73.177101,19.30746960300360,132.23704672845400,WiFi
Delhi,405,868,3396,50749,12,12,122,900 MHz,940.8818835263770,-65,0,21.6,482,508,35.595905,80.050268,17.76394568862070,470.4608427516790,Data
Delhi,405,868,3656,26778,26,52,42,1800 MHz,955.52762482306,-82,1,18.71,448,769,35.897854,95.783001,15.038398378650300,214.34248892616700,WiFi
Delhi,405,874,1538,84381,26,0,106,900 MHz,953.8934221011180,-91,7,29.99,161,1945,23.791281,86.205702,9.50931753104438,497.0149676933620,WiFi
Delhi,405,864,9172,54925,30,31,122,900 MHz,948.8995345330330,-75,6,15.88,492,1875,21.563384,93.710625,16.65850642144860,94.564238155323,Data
Delhi,405,868,9511,95303,15,50,83,1800 MHz,947.715705753497,-75,3,24.42,163,1903,26.436705,73.409992,17.818290327816300,461.0964241655780,WiFi
Delhi,405,874,2826,13777,11,54,39,900 MHz,953.4556247905490,-80,6,26.81,416,1173,28.337072,72.045049,7.33271808787541,147.5918725000510,WiFi
Delhi,405,874,7266,75244,32,35,112,1800 MHz,937.7372894749850,-66,4,28.11,418,727,25.631031,76.52813,10.517528097873300,204.4127658128120,WiFi
Delhi,405,872,3755,65059,10,2,17,900 MHz,959.6294719693640,-65,1,15.44,219,1275,30.004672,85.224841,17.40525087734140,111.83101031332300,Data
Delhi,405,864,8858,16208,20,39,35,900 MHz,948.988609580026,-74,6,14.56,53,1520,14.622585,87.5083,8.389778842043290,8.422022197396130,WiFi
Delhi,405,872,3592,42541,8,40,122,1800 MHz,953.8397971673900,-80,0,9.9,114,451,13.598737,87.911679,16.983208339241400,467.2663869900130,Data
Delhi,405,864,1882,20201,9,3,116,900 MHz,949.2384634958150,-107,7,29.99,477,815,35.9742,94.536968,5.349726632709580,458.57262213659800,Data
Delhi,405,874,9029,43102,29,27,75,1800 MHz,939.742605547704,-102,4,15.06,314,1633,34.130444,96.759128,16.985668697671700,293.4456578985190,Data
Delhi,405,872,9861,61308,47,51,123,900 MHz,948.0946329285510,-91,5,28.85,305,426,21.094843,89.117603,5.510128854785760,333.3857516391340,WiFi
Delhi,405,868,5449,49934,48,8,40,1800 MHz,958.64200497087,-85,0,17.25,313,1310,25.536702,77.566468,4.8853709933063900,488.5861512981490,Data
Delhi,405,864,6684,78429,24,42,67,900 MHz,935.0134260477270,-93,3,5.38,370,1931,28.907476,68.516101,19.576409998016000,487.8788341067670,Data
Delhi,405,868,9353,89188,21,10,117,1800 MHz,935.131884625129,-65,2,8.89,176,510,27.90822,69.933037,15.030149852943600,374.5980328900340,Data
Delhi,405,872,8546,20310,37,53,41,900 MHz,942.3853379574770,-79,1,17.32,289,909,9.863709,95.709449,18.174096755519900,70.47726282662810,Data
Delhi,405,868,6369,55483,14,32,63,900 MHz,944.8222126455510,-64,7,23.51,376,324,17.297984,79.446423,13.120826499763600,415.1777395467090,Data
Delhi,405,864,5779,40633,44,37,6,900 MHz,956.1015050835400,-67,4,21.02,115,687,30.067195,91.852491,12.188331157386400,459.8357256192140,WiFi
Delhi,405,874,4055,96522,28,41,123,900 MHz,938.075776115864,-103,0,18.53,408,563,21.6687,96.596234,5.090295005249960,476.84354200751400,Data
Delhi,405,868,6932,13227,10,24,35,900 MHz,944.1658828015250,-110,6,22.91,277,577,12.81633,71.147826,15.014843810100900,200.98927522565400,Data
Delhi,405,868,1421,48530,15,14,25,1800 MHz,952.9022276959080,-99,3,13.19,159,781,11.008458,74.688662,14.932599543785100,274.3118402614070,Data
Delhi,405,864,5368,84934,5,57,29,1800 MHz,936.554805237838,-84,3,12.99,250,460,11.549519,91.261725,15.187713124555800,384.881161560414,WiFi
Delhi,405,872,1314,57441,50,31,96,1800 MHz,954.2688271833480,-106,6,19.51,403,579,12.971567,86.201938,0.4153241487150680,115.9638779272250,WiFi
Delhi,405,868,4515,30235,33,53,122,1800 MHz,954.82389964864,-86,6,13.47,52,328,32.79711,88.374418,14.763962544295800,205.97856928152900,Data
Delhi,405,864,8573,87894,16,22,44,1800 MHz,957.3673049927260,-108,2,20.34,318,294,31.162116,69.330217,12.270295602239400,375.513271162162,WiFi
Delhi,405,868,6322,35620,15,52,11,900 MHz,956.3921548925510,-98,5,25.887767388943900,960,1178,28.541620088653400,77.15955529907460,13.994377687981100,126.82567228195300,Data
Delhi,405,864,5666,39607,35,51,41,1800 MHz,956.8502074200330,-80,4,15.674933435693700,71,1798,28.6834366156185,77.24568431878110,6.5329136432216500,293.54995574625800,WiFi
Delhi,405,864,1312,75594,35,8,95,900 MHz,952.7042695806220,-73,5,8.430719577573030,433,1777,28.64065509673700,77.25404946887980,15.727959995985900,139.77795059853700,WiFi
Delhi,405,863,8353,24832,33,59,94,900 MHz,935.8102309534330,-71,6,8.818678959134820,541,224,28.61377147881640,77.1852804411233,16.421250631225900,174.64729465147100,Data
Delhi,405,872,6888,76208,29,16,3,900 MHz,949.4850320427420,-85,4,25.443749905172000,850,490,28.530296407565400,77.2529740938083,11.212429012304700,227.61494121338300,Voice
Delhi,405,867,3095,28113,13,61,88,1800 MHz,939.6745322389430,-103,6,27.88822104220350,260,1933,28.687536761007600,77.21787481468760,7.360242698417080,233.05777947586800,Voice
Delhi,405,867,2173,99577,41,35,107,2100 MHz,945.7682084295210,-85,5,11.051666123240800,325,1270,28.640223638846900,77.28658188319870,3.891714402138500,129.68565408810400,Voice
Delhi,405,863,5679,90699,19,22,10,900 MHz,941.6864944313070,-107,1,0.44085674076715500,449,470,28.515446263130500,77.2788390456546,1.200547996998110,87.454015429538,Voice
Delhi,405,865,6496,46839,18,24,57,1800 MHz,937.503692432903,-104,2,11.536811876599400,816,177,28.70317245239760,77.22199165678110,13.755845392067100,263.3177489109260,Data
Delhi,405,862,6329,82827,28,44,116,2100 MHz,951.2677061474220,-102,0,0.5887570910024490,236,1279,28.602341201531000,77.22475250561680,3.5676120549185700,255.3165103177210,Voice
Delhi,405,861,5851,96394,15,37,117,2100 MHz,939.4217705630080,-53,6,26.9012992907568,491,582,28.57819031026650,77.11951939470050,18.759079755590300,243.97830641505200,Voice
Delhi,405,867,8330,12214,38,40,76,2100 MHz,948.1063086374000,-71,4,20.825399319141400,794,1869,28.61599246832860,77.16902959183000,13.576251233536000,164.20689078419200,WiFi
Delhi,405,871,9990,23130,34,5,83,1800 MHz,947.7201236659940,-107,4,17.268964066475600,784,1357,28.656760886669700,77.23437834816790,0.649673457105644,11.87301694146260,Voice
Delhi,405,862,6106,24961,44,20,65,2100 MHz,940.9232311688370,-109,6,1.5923217198700100,827,688,28.679930149925400,77.30047335917040,8.601446720510880,49.12788076645830,Voice
Delhi,405,864,3593,58379,16,46,96,1800 MHz,947.5166247722230,-66,0,18.581376065181600,919,1501,28.614470050675300,77.13934606921040,5.018891395236350,0.9974303431547150,Voice
Delhi,405,862,6701,94630,32,36,126,1800 MHz,944.4321245307050,-109,5,28.54049510328140,623,236,28.675687421769300,77.13544151015000,15.484559443739500,238.02896669754600,WiFi
Delhi,405,860,5642,77065,46,0,35,2100 MHz,943.7087929451120,-108,6,3.8543463970828400,867,221,28.687258160125800,77.28502065847590,6.752452211732240,210.12178086793100,Data
Delhi,405,867,8899,37207,34,53,41,1800 MHz,954.9564361291660,-98,1,4.589235719011750,354,910,28.51712969608250,77.11835462229990,19.126304043983500,216.24364062757000,WiFi
Delhi,405,866,4518,86674,36,9,101,2100 MHz,954.8994906739000,-86,0,15.729784677282000,428,110,28.590450725951300,77.2134948403315,16.324251596128800,164.38513733647700,Voice
Delhi,405,864,2568,17399,41,62,7,2100 MHz,944.1644211626850,-56,3,25.295362673982000,514,594,28.57210007499910,77.20052497733370,17.594199817465100,149.1467363875840,WiFi
Delhi,405,874,1613,18273,39,46,124,2100 MHz,952.0553629738780,-98,0,12.559405388035600,283,1453,28.626651125226600,77.2630856993884,5.067385908226210,106.63679451580500,Voice
Delhi,405,871,3699,14255,36,41,37,1800 MHz,951.7652695128550,-52,1,6.726692608148380,157,1177,28.595406976738400,77.25544133663530,17.738510840052300,106.44336622165400,WiFi
Delhi,405,867,1969,75184,30,12,102,2100 MHz,941.6522071473810,-87,3,12.326241086556200,791,1668,28.62072579552600,77.23876248566650,7.672134381018730,206.43928390449500,WiFi
Delhi,405,868,8876,24230,13,26,89,1800 MHz,946.5933288282370,-97,4,9.711199167258440,881,473,28.653092831914100,77.22514876953300,8.448370951126960,292.9727033542810,Voice
Delhi,405,864,4324,75683,29,28,22,900 MHz,936.5813219396830,-59,5,3.107752352265420,816,291,28.70471093802240,77.13665847062180,3.54545308609326,155.80088123032400,WiFi
Delhi,405,867,2227,97512,33,18,68,1800 MHz,939.4264051878770,-82,4,16.998128180318900,367,1774,28.64157788515100,77.22707999486080,5.888323807637780,125.44742027080300,Voice
Delhi,405,866,6370,69140,11,36,32,900 MHz,941.2727556589190,-70,6,12.17379849088040,266,572,28.665120322646100,77.28473191234610,14.40405691195020,282.77177229359700,WiFi
Delhi,405,873,8608,63441,32,60,4,2100 MHz,952.9168455992120,-78,1,2.8189534971945900,665,792,28.549877374807800,77.24601941898780,16.13915764515860,293.65046991830300,WiFi
Delhi,405,864,1574,56403,44,49,124,900 MHz,949.933903919766,-59,2,14.59713496158190,177,1164,28.6972357168512,77.24106553089350,18.057057894707700,245.13715168030400,WiFi
Delhi,405,864,8888,77391,11,22,37,1800 MHz,944.4292111944710,-56,2,2.0636433844546900,362,1999,28.588175772003900,77.11519322707610,8.82527237758297,144.95463332243400,Voice
Delhi,405,866,7059,79056,22,51,43,2100 MHz,947.6725621114540,-67,5,29.035218709027800,725,1997,28.548337850688900,77.30112703629510,4.7535373132826100,190.7614530040160,Data
Delhi,405,862,1456,69810,29,30,100,1800 MHz,956.2067993098620,-62,3,5.267012088499970,323,489,28.554036705420600,77.25891945518140,3.6370026425591700,286.41495737709400,Data
Delhi,405,869,9396,85426,24,0,113,2100 MHz,943.4813805318150,-52,5,12.61143122906590,761,1342,28.54489624514310,77.28263648996660,17.25171933056630,175.60180510816300,WiFi
Delhi,405,860,5212,35086,44,29,40,1800 MHz,950.9809076132590,-76,6,10.906797185228900,869,969,28.65995853761420,77.11850324222880,0.750437447533725,63.69091458588790,Data
Delhi,405,865,7474,54276,31,27,78,900 MHz,943.3480782639740,-106,5,26.095057482244000,423,664,28.56418911514960,77.2533400266034,3.9621323381115500,239.22269522934500,Data
Delhi,405,862,3513,66499,25,31,118,1800 MHz,955.5395937116010,-77,3,14.447956424526400,484,758,28.63348163121880,77.14286563573860,10.162531833556300,29.70344086568410,Data
Delhi,405,863,5242,24095,35,46,92,2100 MHz,939.4034839679690,-101,5,2.408715805871130,605,622,28.66831668360960,77.21714425311170,2.335611506055970,63.86341066513750,Voice
Delhi,405,861,5866,47336,11,47,27,2100 MHz,955.0108638203580,-64,6,14.281664715170200,71,1223,28.545368108071500,77.29147022181920,18.169358782016600,231.77467964097100,Voice
Delhi,405,862,6312,47786,28,22,11,900 MHz,957.8732101895860,-71,4,19.73937718016780,818,346,28.648437267182500,77.25879505480030,10.460100304676000,55.19878502179930,Voice
Delhi,405,873,3928,60167,38,51,55,900 MHz,944.8540450653280,-70,0,15.824491763240800,231,1689,28.663986629363900,77.26629971878970,17.894761386752600,42.25569406527230,Data
Delhi,405,870,8064,39649,17,53,99,2100 MHz,950.95716910023,-108,4,0.11460136752032500,174,549,28.665455658483500,77.2874464948772,12.061423198967100,177.7065886550440,WiFi
Delhi,405,866,4068,68752,23,2,15,900 MHz,953.9200277795210,-103,2,3.1252034027486400,255,1405,28.66157058796590,77.13883808054820,11.754866735567900,267.36505734654500,Data
Delhi,405,868,2922,22625,30,39,88,1800 MHz,950.4110426474760,-65,5,23.696762739600300,504,636,28.51680946105670,77.1573888446603,16.854614703255000,16.13250738409690,Data
Delhi,405,865,8529,83456,31,32,47,2100 MHz,955.3552095838680,-100,4,25.17929022969460,537,463,28.699330028883400,77.29079169371090,15.220399404472200,146.99193680943700,WiFi
Delhi,405,861,7567,45646,34,14,19,1800 MHz,952.6322624841080,-74,3,15.569248861885300,204,870,28.626423352807700,77.26786391304160,13.761284593945300,55.12928811099280,Data
Delhi,405,863,2921,16504,23,35,120,1800 MHz,950.8641868433580,-84,3,22.30170011399220,777,1867,28.68809297058960,77.13736643490570,7.693562771731710,246.7105074626030,WiFi
Delhi,405,867,5267,63143,11,4,124,2100 MHz,936.5595985378020,-108,1,5.4884697888833300,776,1827,28.56788480715170,77.20171285521100,17.081176879522200,156.98885333207500,Voice
Delhi,405,866,2033,69910,37,28,64,1800 MHz,940.7045419229910,-108,0,28.46108981553440,289,285,28.543328865444000,77.16202509131590,17.110970423510400,230.7204694657300,Voice
Delhi,405,874,3547,98631,35,59,60,1800 MHz,945.8999159511210,-65,0,27.350957376050900,613,1771,28.588164688165100,77.2182387631862,5.209756112474660,1.9373684472919100,Voice
Delhi,405,863,6239,32552,16,2,95,900 MHz,946.7103997120400,-70,2,19.10157504613390,236,1695,28.665948772880800,77.14891593891800,4.031084062930190,246.2551991914410,Voice
Delhi,405,865,4767,88665,22,40,1,900 MHz,935.6767812106890,-92,1,9.463833342639160,289,1705,28.58961516502830,77.23404737999990,5.193276019563270,136.46050119738900,WiFi
Hyderabad,405,872,4346,65967,24,15,64,1800 MHz,957.0415046557280,-90,5,6.89,258,253,19.60465,74.176697,19.76252785016670,424.87493056377300,Data
Hyderabad,405,868,9154,16871,41,54,64,1800 MHz,959.0544510522530,-79,7,12.3,309,1947,10.367126,78.591953,12.519243927762700,424.2995062075850,WiFi
Hyderabad,405,872,2418,44488,27,27,99,1800 MHz,959.3753434375100,-73,1,14.96,116,1669,21.627265,86.338181,12.031028603077600,140.53275844294100,WiFi
Hyderabad,405,864,9145,41890,41,11,103,900 MHz,956.21744239609,-79,5,15.12,197,887,23.735698,68.859904,7.359747723366660,259.3440740244140,Data
Hyderabad,405,868,8332,23362,47,55,58,900 MHz,954.0488664412980,-69,6,28.01,284,279,31.76023,82.273362,16.364683524897900,270.90812810782100,Data
Hyderabad,405,868,8611,87716,12,30,26,900 MHz,959.9098805822270,-80,3,27.05,128,457,9.157105,74.670056,8.40378524052933,173.01341394934900,WiFi
Hyderabad,405,874,2548,25074,8,1,99,1800 MHz,939.7609234568850,-102,0,14.15,433,1341,11.421812,92.765055,17.662878681280900,481.7069168247970,WiFi
Hyderabad,405,868,6037,51917,45,54,116,1800 MHz,936.0815777990800,-66,3,24.78,488,539,36.77222,79.748869,2.1710086494514000,415.369413086244,WiFi
Hyderabad,405,868,5122,21775,43,17,115,1800 MHz,946.0820646852960,-60,4,19.13,294,1740,30.374651,84.712285,16.36793048545630,445.5193077877160,WiFi
Hyderabad,405,874,7443,97039,12,38,64,900 MHz,940.115356984792,-72,1,17.83,245,1716,21.186938,86.848927,17.84831613491940,390.83349541438300,Data
Hyderabad,405,874,7190,34428,42,60,34,1800 MHz,951.86509797575,-67,0,10.89,168,1259,31.567673,78.198156,19.447405118814900,463.64143835233000,WiFi
Hyderabad,405,872,9504,43732,32,3,4,900 MHz,957.6231699576360,-99,5,25.96,466,610,9.052722,82.118035,8.071770262110580,368.6161139792960,WiFi
Hyderabad,405,872,6286,37166,5,46,26,1800 MHz,944.9353860353030,-109,1,24.36,53,586,8.454886,94.386316,18.35864156066320,73.136474518947,Data
Hyderabad,405,872,5909,63104,8,25,48,1800 MHz,938.343114118258,-82,2,24.71,53,384,12.204168,89.275377,8.547711935152350,425.4735446569200,WiFi
Hyderabad,405,872,1197,69331,48,21,80,900 MHz,959.2077750385840,-72,2,28.12,195,1156,20.345056,91.38397,11.595720863597400,73.38624375431480,Data
Hyderabad,405,872,2389,14124,11,46,103,1800 MHz,950.4416909925000,-75,4,28.63,155,586,8.13561,93.436901,3.5733381078030800,370.4361941595150,Data
Hyderabad,405,872,3487,12035,47,22,73,900 MHz,937.6610593260500,-96,0,22.13,352,1333,30.065873,84.300023,13.092367141931200,495.6155178678480,WiFi
Hyderabad,405,868,8505,43669,23,49,107,1800 MHz,937.0083939644040,-80,6,21.01,219,1215,18.103571,81.404736,9.304711499658000,299.43530033699100,WiFi
Hyderabad,405,868,6616,67573,34,60,122,900 MHz,956.7139823310960,-64,5,7.77,167,815,25.748189,80.149717,14.722765541249800,106.36466931618600,Data
Hyderabad,405,872,3186,35277,6,39,2,1800 MHz,948.487844086174,-87,4,23.99,320,1798,35.771067,85.608269,17.592798429037800,51.9054627197007,WiFi
Hyderabad,405,868,2814,14604,35,28,88,1800 MHz,948.4622768134540,-73,2,21.94,316,1869,27.455159,75.569445,19.98796796322190,165.6484804271260,Data
Hyderabad,405,864,1452,55284,24,8,33,1800 MHz,948.9413755428910,-72,2,17.19,488,1859,29.578826,80.41994,10.6251808133364,132.10447190122500,WiFi
Hyderabad,405,874,4317,69605,14,53,15,900 MHz,954.7525931559490,-62,0,6.4,206,1389,29.6237,69.534354,19.305369776911400,48.64826355005710,Data
Hyderabad,405,864,6777,39888,40,50,44,1800 MHz,945.4603720430920,-63,7,9.35,224,234,34.401,94.123565,14.754911875066200,70.39006449136830,WiFi
Hyderabad,405,872,9357,77337,13,8,9,1800 MHz,936.7150908991050,-86,1,5.51,230,992,26.073685,85.851153,13.490975708724200,151.02460591304900,Data
Hyderabad,405,872,2134,72472,45,16,57,1800 MHz,939.662824430004,-76,2,6.13,433,438,26.246824,89.382413,12.846930660472200,457.1291856796410,WiFi
Hyderabad,405,872,6463,52655,19,26,22,1800 MHz,941.6026276281440,-83,7,28.41,438,1990,33.768907,74.715012,14.177611572478100,308.6387666106720,Data
Hyderabad,405,864,1404,47537,26,37,40,1800 MHz,947.60446898123,-93,3,21.62,295,1217,14.108373,96.255445,6.569315330863120,109.4646220881490,WiFi
Hyderabad,405,868,4356,13396,40,18,37,900 MHz,935.0090756050030,-63,1,10.47,132,247,23.097054,92.993349,4.777695104741740,302.380350581204,Data
Hyderabad,405,872,9100,90551,36,26,99,1800 MHz,940.2489366855090,-66,2,9.85,395,1713,32.755678,92.327365,7.9446893943042000,202.77352698631100,WiFi
Hyderabad,405,872,5406,87993,37,18,46,900 MHz,959.9208821548260,-62,6,14.72,134,1585,29.239437,73.227529,10.96640668266220,290.4717563949890,WiFi
Hyderabad,405,864,8397,84765,23,26,122,1800 MHz,939.91953588096,-85,7,18.79,167,1522,31.793123,86.018469,5.328625060180520,380.3847191479970,Data
Hyderabad,405,868,8432,85657,35,21,8,1800 MHz,936.4833465029120,-108,2,29.14,319,281,11.469061,88.459649,18.373778269887200,2.419126716518280,Data
Hyderabad,405,874,5628,81665,14,32,79,900 MHz,947.6667441005580,-84,3,12.9,203,588,16.558559,86.174789,5.150996694291830,214.87127150480500,WiFi
Hyderabad,405,874,4537,10692,7,24,66,900 MHz,938.0920587542180,-72,0,7.84,106,1017,11.698472,95.970966,12.334745832945400,470.3926120942890,WiFi
Hyderabad,405,868,6532,63696,15,31,9,1800 MHz,942.9547481865200,-110,3,6.14,457,1511,18.972639,85.791611,6.453948327696620,385.4559468872840,WiFi
Hyderabad,405,868,2703,97842,29,39,80,900 MHz,957.8965719432330,-91,2,25.61,274,1285,19.969085,95.262004,5.251747677424910,379.5551647514480,Data
Hyderabad,405,864,7512,87472,39,4,46,1800 MHz,956.862430198818,-91,2,9.16,123,458,8.354862,84.322082,0.197680288801576,267.1359037473160,Data
Hyderabad,405,864,3682,43002,32,2,121,900 MHz,953.69092600612,-100,1,27.16,71,427,22.068224,82.671407,19.042383044509400,110.28461554557300,WiFi
Hyderabad,405,864,7366,17645,48,34,82,1800 MHz,945.1310978849460,-62,3,7.29,463,758,27.869483,87.875773,6.197379865167040,27.38611938840710,WiFi
Hyderabad,405,864,8934,61924,18,38,91,1800 MHz,956.2732179334400,-74,1,18.35,358,1517,34.69496,90.247838,14.06850865315680,408.890907878654,Data
Hyderabad,405,864,8785,44347,21,19,9,900 MHz,938.8798561054480,-109,7,24.22,483,1781,23.811914,77.357745,15.969093391792700,140.41702492153900,Data
Hyderabad,405,868,2278,54760,22,57,36,2100 MHz,951.9792365626790,-68,6,10.94890901540620,623,1135,17.345776648966700,78.43934398121620,2.4416616363954300,122.4476815191470,Voice
Hyderabad,405,866,3565,98712,30,43,80,900 MHz,951.7020746226260,-64,1,7.677688339565860,154,1876,17.449392993051200,78.47869061246060,18.55703772547180,51.05898027402540,Voice
Hyderabad,405,869,9563,56246,45,21,122,1800 MHz,949.0828344793090,-85,6,28.147734046794200,52,1599,17.332839605330600,78.57136116727780,2.2759600683187300,257.5425774924180,Data
Hyderabad,405,868,8627,10752,14,11,25,900 MHz,951.6476128363680,-69,6,5.67784344335005,260,526,17.332973086262600,78.53912811239110,16.77443304097790,40.874930971426200,Data
Hyderabad,405,869,8946,58953,33,54,103,2100 MHz,951.7939273475540,-61,0,7.20172614713656,354,398,17.44470231136350,78.3908737209785,19.705636797918000,54.293979601028900,WiFi
Hyderabad,405,860,9109,50012,22,43,11,900 MHz,958.7729994279560,-73,5,5.338433623375210,801,1319,17.330797534823800,78.49594137762500,8.372902693213250,270.91288661379900,Voice
Hyderabad,405,869,6929,41763,24,47,127,2100 MHz,948.6342818150420,-83,6,11.882928447185900,431,850,17.38458562899140,78.43829349817520,17.29766938249660,39.14555153707040,Voice
Hyderabad,405,872,8931,48236,20,7,75,1800 MHz,955.8717531289330,-59,5,2.0702201713676200,572,420,17.36374251941620,78.41042512322420,7.647714955409090,34.06179162953480,WiFi
Hyderabad,405,872,6076,64421,17,25,70,1800 MHz,954.0378583003630,-76,3,12.266159658585400,304,963,17.444308633592700,78.42315015488200,2.0672096052622300,268.4041580844190,Voice
Hyderabad,405,863,1180,61917,43,18,33,2100 MHz,950.872360810559,-84,2,23.7245126933994,423,169,17.366358959403300,78.56893633918790,19.54611983104780,72.962016855329,Data
Hyderabad,405,860,8215,38638,21,25,56,2100 MHz,945.3371177346890,-97,0,11.011981411085,563,206,17.307795241687700,78.4885518743796,17.27122602756940,253.9876128169560,Data
Hyderabad,405,865,7000,63346,43,17,43,900 MHz,954.053557030219,-56,6,9.98033185630507,437,1168,17.302641633733000,78.41579207842210,10.07260351093640,250.04800963586000,WiFi
Hyderabad,405,860,9988,16987,41,39,7,2100 MHz,936.0157399117580,-72,2,27.858913317161700,680,433,17.39546379807780,78.43405524642620,5.500921302131970,106.47367365608800,WiFi
Hyderabad,405,861,4938,17447,22,16,16,1800 MHz,937.5138010621550,-51,4,25.34759849860190,535,1002,17.433406849497000,78.53707396301190,2.737309165933930,246.46347893348500,Data
Hyderabad,405,864,6729,81353,22,52,81,900 MHz,950.663184695712,-66,1,2.8669793876987700,407,1812,17.441380641612800,78.57686525169910,10.517851188135800,51.95879014340790,WiFi
Hyderabad,405,872,1750,29725,19,40,120,1800 MHz,944.8316522239450,-75,5,21.550218769745400,71,1994,17.452055003247500,78.52394093086890,2.2630339411551800,18.215420341492200,Voice
Hyderabad,405,862,5034,58183,40,19,94,2100 MHz,956.139345760206,-52,5,2.4989361390990000,887,402,17.354104001911200,78.40714429244790,10.181026067835800,19.61292220478760,Data
Hyderabad,405,867,3294,94371,32,9,109,2100 MHz,950.1428843185690,-101,1,20.57867915472810,394,1773,17.365108915185600,78.39851794190750,3.9918683606474600,79.58454743748020,Data
Hyderabad,405,869,7289,18057,24,44,67,2100 MHz,955.4769281299910,-74,1,13.595706091752100,438,1612,17.30168338377780,78.48014652353100,2.353767313716330,206.43680349900600,Data
Hyderabad,405,866,9071,17475,15,49,50,900 MHz,945.9635714363190,-81,6,17.32996865203820,396,945,17.41173482527460,78.43893103312950,6.350654807761590,181.7692959942910,Voice
Hyderabad,405,868,1146,99927,22,7,111,1800 MHz,954.1283539751400,-68,2,6.489190068869890,592,1864,17.393409889497300,78.53428366048180,11.844155155243100,94.11028218584390,WiFi
Hyderabad,405,867,3441,96487,30,40,43,1800 MHz,942.6989058848770,-95,5,1.5944558497984800,784,1956,17.381118839231700,78.44769129552720,19.476750941556100,269.252039833677,Data
Hyderabad,405,864,4903,97477,36,40,90,1800 MHz,952.0259412343910,-71,4,1.0173935497933800,632,647,17.34902431802860,78.51681935282810,16.931604433819900,265.2701375709370,Data
Hyderabad,405,860,4833,82311,37,20,1,900 MHz,943.4794922128570,-57,6,26.506587144750900,528,1766,17.330197830973200,78.53558332642060,13.34827826035150,0.7606940985834250,WiFi
Hyderabad,405,872,9649,24068,37,21,103,2100 MHz,954.5243408000010,-85,1,24.86213334914620,695,1218,17.47766520908630,78.55468383448270,16.081637332911500,66.2022884887643,Voice
Hyderabad,405,862,1747,75015,13,28,74,2100 MHz,957.7805585343040,-80,1,19.82047573587440,972,1590,17.370862695774900,78.48080843049570,11.110022335403100,159.17515883791500,Voice
Hyderabad,405,866,2053,81971,30,60,103,2100 MHz,938.2355555381280,-69,6,7.203197739620120,202,704,17.47659388378990,78.50987845222910,12.786745984052800,70.82973163498690,WiFi
Hyderabad,405,873,2818,56272,35,58,89,900 MHz,953.753468668412,-71,3,12.945090449320100,429,1223,17.3509299555961,78.4847235115676,11.605013924013300,214.09243401662100,WiFi
Hyderabad,405,872,4461,34213,19,58,71,900 MHz,952.8057454438110,-107,6,15.83568641726680,432,1050,17.32326466673430,78.44524740625680,1.5710610262411800,188.88383049678600,WiFi
Hyderabad,405,864,9660,87097,44,30,18,1800 MHz,952.2830849991100,-66,3,11.414965976310100,712,1144,17.434446815575200,78.56170687367800,9.547062052677800,212.89146495944100,WiFi
Hyderabad,405,874,7451,58057,24,47,32,900 MHz,944.5792452713020,-53,3,21.1093499889665,96,1397,17.405663304973900,78.47870651377150,9.289143805996270,170.62911970163300,Voice
Hyderabad,405,871,5758,76327,27,34,83,2100 MHz,948.3457789962780,-72,3,3.577552226025670,419,1935,17.353221824162400,78.485361313553,2.783339405151240,88.92379473104170,WiFi
Hyderabad,405,868,2849,66514,21,50,82,900 MHz,957.0734646548350,-83,3,28.738364876621800,207,1093,17.296283607236400,78.49494166501500,10.304114944529000,108.50357839497000,WiFi
Hyderabad,405,862,9475,81432,33,32,84,2100 MHz,940.3635981369440,-71,2,10.993736792148200,987,1115,17.36781885156390,78.39687897392150,12.714757839447800,105.62988918359500,Data
Hyderabad,405,874,9508,82215,43,14,67,2100 MHz,955.4097652825220,-100,5,26.99183139020590,514,978,17.41913670287070,78.56087097679950,2.2709082743437300,139.7642859731720,WiFi
Hyderabad,405,874,7631,33575,36,25,84,900 MHz,937.6000193542550,-85,3,11.303796294105200,965,1118,17.326795032882300,78.55667266047030,18.6984885242044,82.58604411599470,Voice
Hyderabad,405,866,2664,11474,36,18,45,2100 MHz,937.9720757083600,-64,0,23.182542659088700,525,619,17.337589074367100,78.55934289139310,5.359140955842960,264.6225099073670,Voice
Hyderabad,405,867,9775,12692,25,20,96,900 MHz,952.3903144981580,-82,6,24.212195406480600,716,1541,17.466211407062500,78.38797805955090,6.755242306392860,31.9800421654995,Voice
